Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist(s)/Machine Learning Engineer,$129K-$210K (Glassdoor est.),5,"Blue Horizon Tek Solutions
5.0","New York, NY",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,$129K-$210K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$129K-$210K (Glassdoor est.),3.8,"NPD
3.8","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD)
Data Science & Machine Learning Research Intern,$129K-$210K (Glassdoor est.),-1,Altversity,"New York, NY",-1,-1,-1,-1,-1,-1
"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX",$129K-$210K (Glassdoor est.),3.3,"Fujitsu
3.3","New York, NY",10000+ employees,1935,Company - Public,-1,-1,$5 to $10 billion (USD)
Data Scientist,$129K-$210K (Glassdoor est.),2.8,"1-800-Flowers
2.8","New York, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD)
"Senior Data Scientist, Real World EvidenceNY",$129K-$210K (Glassdoor est.),4,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist - Leading Quant Hedge Fund,$129K-$210K (Glassdoor est.),-1,Edward Daniels Group,"New York, NY",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist II,$129K-$210K (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Data Scientist,$129K-$210K (Glassdoor est.),-1,The Organic Recruiter,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$129K-$210K (Glassdoor est.),3.7,"Via Transportation
3.7","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),-1,Biotenico Research and Development Company,"New York, NY",-1,-1,-1,-1,-1,-1
"Principal Associate, Data Scientist - Small Business Card, Entity Resolution",$129K-$210K (Glassdoor est.),3.9,"Capital One
3.9","New York, NY",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Principal Data Scientist,$129K-$210K (Glassdoor est.),4.2,"Gallup
4.2","New York, NY",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,$129K-$210K (Glassdoor est.),1.9,"Building Service 32BJ Benefit Funds
1.9","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
"Lead Data Scientist, R&D Team",$129K-$210K (Glassdoor est.),3.5,"Marsh
3.5","New York, NY",10000+ employees,1871,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD)
Data Analyst,$156K-$254K (Glassdoor est.),3.8,"Undertone
3.8","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Business Intelligence Analyst,$156K-$254K (Glassdoor est.),4.4,"Simple Health
4.4","New York, NY",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Product Data Analyst,$156K-$254K (Glassdoor est.),5,"Galileo
5.0","New York, NY",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Analyst,$156K-$254K (Glassdoor est.),3.4,"City of New York
3.4","New York, NY",10000+ employees,1625,Government,Municipal Governments,Government,Unknown / Non-Applicable
Data Scientist,$156K-$254K (Glassdoor est.),3.1,"Catholic Health Services of Long Island
3.1","Rockville Centre, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
"Lead Data Scientist, R&D Team",$156K-$254K (Glassdoor est.),3.4,"Marsh & McLennan Companies, Inc.
3.4","New York, NY",10000+ employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
Data Analyst,$156K-$254K (Glassdoor est.),3.5,"Pozent
3.5","New York, NY",1 to 50 employees,-1,Contract,-1,-1,Less than $1 million (USD)
Senior Data Scientist,$156K-$254K (Glassdoor est.),-1,Entera,"New York, NY",Unknown,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Sr. Data Scientist,$156K-$254K (Glassdoor est.),4,"Mediaocean
4.0","New York, NY",501 to 1000 employees,1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Senior Data Scientist,$156K-$254K (Glassdoor est.),3.4,"The Trade Desk
3.4","New York, NY",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Science Intern,$156K-$254K (Glassdoor est.),-1,The Buttonwood Tree,"New York, NY",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$156K-$254K (Glassdoor est.),3.6,"NYC Health + Hospitals
3.6","New York, NY",5001 to 10000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
NLP Machine Learning Engineer,$156K-$254K (Glassdoor est.),3,"Samsung NEXT
3.0","New York, NY",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$156K-$254K (Glassdoor est.),5,"Landis
5.0","New York, NY",1 to 50 employees,2017,Company - Private,-1,-1,Unknown / Non-Applicable
Senior Data Scientist,$156K-$254K (Glassdoor est.),4.1,"NewtonX
4.1","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
"Data Analyst, Bitcoin Trading Firm",$156K-$254K (Glassdoor est.),-1,Fintech Recruiters,"New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"VP, Data Scientist",$156K-$254K (Glassdoor est.),4.5,"Spot.IM
4.5","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Engineer,$156K-$254K (Glassdoor est.),4.2,"Tapad
4.2","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD)
Data Scientist,$156K-$254K (Glassdoor est.),-1,Amber People,"New York, NY",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$156K-$254K (Glassdoor est.),5,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
Deployed Data Scientist,$156K-$254K (Glassdoor est.),-1,ConcertAI,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$156K-$254K (Glassdoor est.),-1,CompuForce,"New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Senior / Data Scientist, Advertising Business",$156K-$254K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$156K-$254K (Glassdoor est.),-1,Wisestep,"Queens Village, NY",-1,-1,-1,-1,-1,-1
"Data Scientist, Voter Data",$156K-$254K (Glassdoor est.),-1,Hawkfish,"New York, NY",-1,-1,-1,-1,-1,-1
Data Science Analyst/Engineer,$156K-$254K (Glassdoor est.),4.1,"NYU Langone Health
4.1","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
Data Scientist - Disney Streaming Services,$156K-$254K (Glassdoor est.),3.6,"Disney Streaming Services
3.6","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$156K-$254K (Glassdoor est.),-1,HireAi,"New York, NY",-1,-1,-1,-1,-1,-1
Data Analyst,$156K-$254K (Glassdoor est.),3.1,"Vettery
3.1","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$156K-$254K (Glassdoor est.),1,"TEKREQS, Inc.
1.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Manager, Data Scientist Recommendations",$119K-$147K (Glassdoor est.),3.4,"Tapestry
3.4","New York, NY",10000+ employees,2017,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable
Lead Data Scientist,$119K-$147K (Glassdoor est.),3.6,"eBay
3.6","New York, NY",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Data Scientist,$119K-$147K (Glassdoor est.),4.6,"Bowery Farming
4.6","New York, NY",51 to 200 employees,2015,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable
Principal Data Scientist,$119K-$147K (Glassdoor est.),4,"Slice (NY)
4.0","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Scientist Data Analytics,$119K-$147K (Glassdoor est.),4.7,"TEEMA
4.7","New York, NY",201 to 500 employees,2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Engineer,$119K-$147K (Glassdoor est.),4.4,"Mark43
4.4","New York, NY",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
Hiring Data Scientist/AI/ML,$119K-$147K (Glassdoor est.),4,"Comtech Global Inc
4.0","New York, NY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD)
Data Analyst,$119K-$147K (Glassdoor est.),3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Lead Data Scientist,$119K-$147K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD)
Machine Learning Engineer,$119K-$147K (Glassdoor est.),3.9,"Temboo
3.9","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","New York, NY",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Sr. Data Scientist II,$119K-$147K (Glassdoor est.),3.5,"Argo Group US
3.5","New York, NY",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD)
Senior Data Scientist - R&D Oncology,$119K-$147K (Glassdoor est.),4,"AstraZeneca
4.0","New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Science and Analytics,$119K-$147K (Glassdoor est.),4,"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Data Analyst,$119K-$147K (Glassdoor est.),3.5,"FINRA
3.5","New York, NY",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD)
Data Scientist,$119K-$147K (Glassdoor est.),5,"Prolancer
5.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist Product Manager,$119K-$147K (Glassdoor est.),5,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
"Senior Data Scientist, Real World Evidence",$119K-$147K (Glassdoor est.),4,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist/Python Developer,$119K-$147K (Glassdoor est.),3.5,"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
"Software Engineer - Data Engineering, Finance Products",$119K-$147K (Glassdoor est.),3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$119K-$147K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Intern- Martech & Data Consulting,$119K-$147K (Glassdoor est.),3.2,"Havas Worldwide
3.2","New York, NY",10000+ employees,1999,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Engineer,$119K-$147K (Glassdoor est.),4.7,"B12
4.7","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),-1,Simatree,"Middletown, NJ",1 to 50 employees,-1,Company - Public,Commercial Equipment Rental,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$119K-$147K (Glassdoor est.),5,"Averity
5.0","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Senior Scientist, Computational Biology",$119K-$147K (Glassdoor est.),3.9,"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable
Senior Data Scientist,$119K-$147K (Glassdoor est.),4.2,"CyberCoders
4.2","New York, NY",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Engineer,$119K-$147K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Sr Data Scientist,$119K-$147K (Glassdoor est.),3.1,"Healthfirst (New York)
3.1","New York, NY",1001 to 5000 employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,$119K-$147K (Glassdoor est.),3.8,"Visiting Nurse Service of New York
3.8","New York, NY",10000+ employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Visualization Engineer,$116K-$152K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Quantitative Researcher - Alpha Capture,$116K-$152K (Glassdoor est.),-1,Kepler Fi,"New York, NY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Research Scientist,$116K-$152K (Glassdoor est.),4.1,"NYU Langone Health
4.1","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
Principal Data Scientist,$116K-$152K (Glassdoor est.),3.8,"Slice
3.8","New York, NY",201 to 500 employees,2016,Company - Private,Lending,Finance,Unknown / Non-Applicable
Machine Learning Engineer,$116K-$152K (Glassdoor est.),3.8,"Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
"Senior Data Scientist, Treasury Product Manager",$116K-$152K (Glassdoor est.),3.7,"Bank of America
3.7","New York, NY",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Scientist - Market and Sales Analytics,$116K-$152K (Glassdoor est.),4.4,"Riskified
4.4","New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Sr. Data Scientist,$116K-$152K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist (Fintech),$116K-$152K (Glassdoor est.),5,"ingenium.agency
5.0","Brooklyn, NY",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Data Scientist I Seller Development,$116K-$152K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Applied Scientist, Machine Learning (BK or SF)",$116K-$152K (Glassdoor est.),3.6,"Etsy
3.6","Brooklyn, NY",501 to 1000 employees,2005,Company - Public,Other Retail Stores,Retail,$100 to $500 million (USD)
Quantitative Researcher,$116K-$152K (Glassdoor est.),4.2,"NJF Global Holdings
4.2","New York, NY",51 to 200 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
AI Engineering: Data Scientist/Machine Learning Engineer,$116K-$152K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Jersey City, NJ",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
